"","Ctrl1","Ctrl2","Ctrl3","Ctrl4","MOR1","MOR2","MOR3","MOR4"
"ENSMUSG00000063558",1.11,1.49,1.16,1.14,0.36,0.55,0.49,0.43
"ENSMUSG00000063564",0.91,0.76,1.16,1.69,2.31,1.47,1.37,1.27
"ENSMUSG00000063568",10.79,10.97,9.3,11.76,16.58,15.13,18.08,14.1
"ENSMUSG00000063576",97.32,94.32,83.76,88.17,116.38,100.31,136.08,109.89
"ENSMUSG00000063582",0,0,0,0,0,0.08,0,0
"ENSMUSG00000063583",0,0.01,0,0,0,0,0,0
"ENSMUSG00000063590",0,0,0,0,0,0,0,0
"ENSMUSG00000063594",1.99,2.13,2.2,1.27,2.06,1.4,1.17,1.22
"ENSMUSG00000063600",5.94,12.54,5.9,9.9,9.68,7.16,7.42,6.1
"ENSMUSG00000063605",0.34,0.6,1.19,1.27,1.15,0.55,0.97,1.09
"ENSMUSG00000063615",0,0,0.01,0,0,0,0,0.03
"ENSMUSG00000063626",2.93,4.84,3.02,4.35,2.96,3.8,5.31,4.45
"ENSMUSG00000063632",3.06,2.31,3.71,5.81,4.74,4.24,5.26,5.84
"ENSMUSG00000063646",47.25,60.5,97.19,66.79,66.22,62.87,69.01,50.86
"ENSMUSG00000063651",0,0.53,0,0,0,0,0,0
"ENSMUSG00000063652",0.3,0.82,0.32,0.49,0.25,1.04,0.78,0.31
"ENSMUSG00000063656",0,0,0,0,0,0,0,0
"ENSMUSG00000063659",7.03,8.15,1.52,7.06,9.09,9.44,7.93,7.15
"ENSMUSG00000063660",0,0.07,0,0.08,0,0,0,0
"ENSMUSG00000063661",1.51,1.02,0.16,1.01,2.43,2.08,1.62,1.32
"ENSMUSG00000063663",0.89,1.2,1.81,1.78,0.99,1.33,0.96,1.11
"ENSMUSG00000063672",0,0,0.03,0,0,0,0.16,0.16
"ENSMUSG00000063681",0.4,0.59,0.66,0.87,1.14,1.08,1.07,0.62
"ENSMUSG00000063683",0,0,0,0,0,0.05,0.09,0
"ENSMUSG00000063687",0.84,1.18,1.26,1.06,1.13,1.26,1.24,1.33
"ENSMUSG00000063689",0,0,0,0,0.12,0,0,0.16
"ENSMUSG00000063694",72.39,62.7,57.59,60.26,68.65,55.35,55.05,67.42
"ENSMUSG00000063698",9.16,8.75,9.85,10.83,7.39,8.99,9.38,9.57
"ENSMUSG00000063704",0,0.31,0.26,0.48,0.16,0.31,0.22,0.07
"ENSMUSG00000063713",0,0,0,0,0,0,0,0
"ENSMUSG00000063715",0,0,0,0,0,0,0,0
"ENSMUSG00000063727",1.68,0.49,0.58,0.32,0.66,0.71,0.18,0.2
"ENSMUSG00000063728",0,0,0,0,0,0,0,0
"ENSMUSG00000063730",0.93,2.57,2.3,2.73,1.39,1.44,1.87,1.58
"ENSMUSG00000063760",0.5,0.88,0.44,0.78,1.05,0.62,1.25,1.07
"ENSMUSG00000063762",0,0,0,0,0,0,0,0
"ENSMUSG00000063764",0,0,0,0.05,0,0,0,0
"ENSMUSG00000063765",7.83,8.42,8.09,6.64,8.34,7,11.21,11.05
"ENSMUSG00000063767",0.15,0.27,0.27,0.25,0,0.23,0,0.11
"ENSMUSG00000063777",0,0.03,0,0,0,0.02,0.08,0
"ENSMUSG00000063779",0,0,0,0,0,0,0,0
"ENSMUSG00000063780",0,0,0,0,0,0.08,0,0
"ENSMUSG00000063785",2.93,3.88,3.11,4.28,3.96,3.96,3.86,4.13
"ENSMUSG00000063787",71.99,45.2,40.06,47.63,66.96,59.44,56.83,63.2
"ENSMUSG00000063796",10.6,6.8,16.27,3.91,2.54,2.26,1.84,2.03
"ENSMUSG00000063800",14.04,11.45,13.92,12.27,14.54,15.88,13.02,15.13
"ENSMUSG00000063801",13.95,14.86,14.14,15.63,17.82,15.86,17.53,17.22
"ENSMUSG00000063802",104.58,99.01,81.01,81.03,122.54,98.22,113.95,116.16
"ENSMUSG00000063804",0.23,0.48,0.59,0.48,0.64,0.4,0.62,0.27
"ENSMUSG00000063808",7.18,9.12,8.19,9.2,9.84,11.97,8.86,9.72
"ENSMUSG00000063810",0.67,0.65,0.92,1.06,0.73,0.83,0.78,0.71
"ENSMUSG00000063820",0,0,0,0,0,0,0,0
"ENSMUSG00000063821",0.7,0.18,0,0,0.05,0.2,0.19,0
"ENSMUSG00000063823",0,0.07,0,0.06,0,0,0,0
"ENSMUSG00000063827",0,0,0,0.02,0,0,0,0
"ENSMUSG00000063838",2.5,2.03,2.08,1.19,0.96,0.94,1.13,1.77
"ENSMUSG00000063842",0,0,0,0,0.1,0,0,0.03
"ENSMUSG00000063844",0.28,0,0,0,0,0,0.03,0
"ENSMUSG00000063846",0,0,0,0,0,0,0,0
"ENSMUSG00000063849",23.14,41.08,30.02,41.06,27.29,25.13,30.7,25.01
"ENSMUSG00000063851",0.05,0,0,0,0,0,0,0.24
"ENSMUSG00000063856",156.38,117.64,138.82,105.77,132.6,106.16,103.38,123.89
"ENSMUSG00000063867",0,0,0,0,0,0,0,0
"ENSMUSG00000063870",14.27,21.42,24.65,18.6,17.68,15.73,12.92,16.82
"ENSMUSG00000063873",9.86,10.86,6.45,11.01,13.45,12.35,14.94,12.13
"ENSMUSG00000063881",0,0.04,0,0,0,0,0,0
"ENSMUSG00000063882",557.22,378.81,329.26,413,414.86,386.29,376.86,389.31
"ENSMUSG00000063884",17.27,16.4,17.89,16.86,16.38,15.42,18.97,16.71
"ENSMUSG00000063887",16.67,26.64,18.7,23.61,22.26,20.63,20.69,19.18
"ENSMUSG00000063888",24.41,17.69,20.96,15.6,29.63,24.52,28.19,29.95
"ENSMUSG00000063889",16.4,16.37,12.39,21.58,19.25,23.45,16.95,19.44
"ENSMUSG00000063894",3.4,3.41,5.2,6.53,3.66,5.74,3.51,3.57
"ENSMUSG00000063895",0.08,0,0.28,0.27,0,0,0,0
"ENSMUSG00000063900",0,0,0,0,0,0,0.03,0
"ENSMUSG00000063903",0,0,0,0,0,0,0,0
"ENSMUSG00000063904",24.54,18.64,29.82,20.89,24.09,20.29,21.23,25.14
"ENSMUSG00000063905",0,0,0,0,0,0,0,0
"ENSMUSG00000063919",2.92,4.39,1.9,6.92,7.51,5.92,6.71,7.19
"ENSMUSG00000063929",0,0,0,0,0,0,0,0
"ENSMUSG00000063931",27.62,29.46,30.58,23.53,31.06,29.93,27.85,30.41
"ENSMUSG00000063932",0,0,0,0,0,0,0,0
"ENSMUSG00000063935",0.23,0.47,0.53,0.51,0.51,0.42,0.32,1.76
"ENSMUSG00000063952",1.55,4.41,2.26,2.45,2.44,1.91,2.03,2.35
"ENSMUSG00000063953",0.26,0.14,0.14,0.33,0.13,0.14,0.4,0.21
"ENSMUSG00000063954",9.97,15.72,7.46,10.22,5.37,21.13,15.62,7.66
"ENSMUSG00000063971",0,0,0,0,0,0,0,0
"ENSMUSG00000063972",0.39,0.9,0.54,0.4,0.73,0.72,0.63,0.58
"ENSMUSG00000063975",0.03,0.09,0.11,0,0.11,0.12,0,0
"ENSMUSG00000063994",0.33,0,0,0,0,0,0,0
"ENSMUSG00000063998",0,0,0.15,0,0,0,0,0.04
"ENSMUSG00000064006",0,0.01,0.03,0.01,0,0,0.09,0
"ENSMUSG00000064010",0,0,0,0,0,0,0,0.25
"ENSMUSG00000064016",0,0,0,0,0.2,0,0,0.07
"ENSMUSG00000064023",2.32,0.7,1.75,1.19,1.85,2.19,2.25,0.92
"ENSMUSG00000064030",11.98,9.32,11.5,12.25,12.35,13.18,12.68,15.9
"ENSMUSG00000064036",11.2,10.97,6.87,15.07,13.21,9.09,8.34,9.92
"ENSMUSG00000064037",14.29,13.1,16.21,14.09,16.32,14.56,16.77,15.79
"ENSMUSG00000064039",0,0,0,0,0.09,0,0.12,0
"ENSMUSG00000064043",3.73,5.5,8.21,6.45,4.88,5,5.51,5.08
"ENSMUSG00000064044",0,0,0.08,0,0.18,0,0,0.03
"ENSMUSG00000064057",0.93,0.42,0.42,0.82,0.42,0,0,0.28
"ENSMUSG00000064061",14.73,15.16,14.76,18.76,16.31,15.06,15.14,14.86
"ENSMUSG00000064063",0,0,0,0.14,0,0,0,0
"ENSMUSG00000064065",11.64,10.38,3.57,15.17,17.94,18.31,19.9,20.77
"ENSMUSG00000064068",28.82,33.11,32.56,26.22,34.88,33.58,29.55,34.06
"ENSMUSG00000064080",0.64,1.87,1.02,2.03,1.38,1.86,2.64,2.2
"ENSMUSG00000064084",0,0,0.07,0,0.03,0.02,0.04,0.16
"ENSMUSG00000064090",0.99,1.61,1.06,1.74,2.56,2.41,1.53,0.83
"ENSMUSG00000064105",5.14,7.56,8.79,8.43,8.24,8.51,6.73,7.25
"ENSMUSG00000064109",2.23,0.47,0.15,0.92,0.35,1.44,0.81,0.47
"ENSMUSG00000064110",0,0,0,0,0,0,0,0
"ENSMUSG00000064115",33.09,37.25,20.97,29.33,17.87,26.21,28.86,26.44
"ENSMUSG00000064120",3.16,4.33,4.8,3,3.5,3.03,3.21,1.99
"ENSMUSG00000064121",0,0.03,0,0,0,0.24,0.15,0
"ENSMUSG00000064125",8.93,11.89,5.66,17.43,21.17,16.4,15.6,15.15
"ENSMUSG00000064127",16.1,17.67,13.11,9.42,5.12,19.58,13.01,13.5
"ENSMUSG00000064128",0.27,0.64,1.52,0.86,0.62,0.75,0.59,0.66
"ENSMUSG00000064129",0,0,0,0,0,0,0,0
"ENSMUSG00000064137",0,0,0,0,0,0,0,0
"ENSMUSG00000064138",23.73,23.61,19.94,28.28,28.25,27.94,24.1,25.38
"ENSMUSG00000064140",0,0,0.33,0,0.03,0.11,0.04,0.19
"ENSMUSG00000064141",0.64,0.45,0.67,0.28,0.74,0.34,0.61,0.61
"ENSMUSG00000064145",15.44,21.74,23.73,24.79,17.21,23.31,18.51,18.04
"ENSMUSG00000064147",0.02,0,0,0,0.06,0,0,0.05
"ENSMUSG00000064156",0,0,0,0,0,0,0,0
"ENSMUSG00000064158",0,0,0,0,0,0,0,0
"ENSMUSG00000064165",0,0,0,0,0,0,0,0
"ENSMUSG00000064177",0.15,0.39,0,0,0.12,0.28,0.08,0.08
"ENSMUSG00000064179",8,16.42,2.4,2.98,0.81,1.99,0.87,0.78
"ENSMUSG00000064181",18.26,18.3,17.86,19.17,18.77,21.43,27.38,19.08
"ENSMUSG00000064194",0,0,0.22,0.28,0.39,0.16,0,0.04
"ENSMUSG00000064201",0.08,0.24,0.03,0.06,0.16,0,0,0.05
"ENSMUSG00000064202",3.31,7.83,4.05,7.47,5.36,9.06,8.56,6.69
"ENSMUSG00000064210",4.28,6.66,5.2,6.88,4.47,5.61,4.85,5.29
"ENSMUSG00000064213",0,0,0,0,0,0,0,0
"ENSMUSG00000064215",69.8,54.74,45.12,59.42,80.93,82.19,75.38,63.81
"ENSMUSG00000064220",64.65,38.78,37.38,49.55,41.47,55.53,33.63,45.25
"ENSMUSG00000064223",0,0.01,0,0,0,0,0,0
"ENSMUSG00000064224",0,0,0,0,0,0,0,0
"ENSMUSG00000064225",1.99,2.85,2.98,2.26,2.42,2.13,2.39,2.02
"ENSMUSG00000064232",0,0,0,0,0,0,0,0
"ENSMUSG00000064246",11.36,12.68,14.59,15.66,11.8,13.76,14.51,20.14
"ENSMUSG00000064247",9.45,8.84,10.8,8.34,10.41,8.25,11.22,7.97
"ENSMUSG00000064252",0,0,0.05,0,0,0,0.07,0
"ENSMUSG00000064254",14.91,11.41,10.04,9.52,10.56,11.33,12.04,13.34
"ENSMUSG00000064259",0,0.53,0,0.12,0,0,0,0.17
"ENSMUSG00000064262",0.1,0.11,1.41,0.03,0.16,0.02,0,0.3
"ENSMUSG00000064264",46.24,45.14,48.64,40.41,56.65,42.22,54.57,59.41
"ENSMUSG00000064267",2.7,2.9,2.45,2.11,1.12,2.8,1.54,2.58
"ENSMUSG00000064272",0,0.13,0,0,0,0,0.07,0.33
"ENSMUSG00000064280",0.04,0.05,0.02,0,0,0.28,0.05,0
"ENSMUSG00000064284",28.35,22.93,20.18,15.85,20.18,14.35,20.51,20.15
"ENSMUSG00000064288",0.9,0.31,0.27,0,0.3,0.51,1.14,0.38
"ENSMUSG00000064289",15.88,17.2,16.55,15.24,15.06,16.83,15.06,14.23
"ENSMUSG00000064293",12.51,17.3,9.56,17.84,14.05,17.89,11.18,13.04
"ENSMUSG00000064294",0.5,0.4,0.96,0.17,0.11,0.1,0.06,0.2
"ENSMUSG00000064302",11.85,14.37,15.64,18.69,16.67,18.55,20.47,17.05
"ENSMUSG00000064307",8.05,5.99,6.58,6.05,5.21,7.92,7.32,6.05
"ENSMUSG00000064308",0.09,0.48,0.28,0.56,0.21,0,0.58,0.16
"ENSMUSG00000064310",0.03,0.35,0,0.06,0.2,0.14,0.11,0.14
"ENSMUSG00000064325",1.03,0.74,1.23,1.28,1.02,0.95,0.54,0.65
"ENSMUSG00000064326",27.7,23.4,25.33,20.11,19.87,11.7,14.91,21.91
"ENSMUSG00000064329",29.66,33.42,30.36,29.61,21.95,24.13,14.5,20.87
"ENSMUSG00000064330",0.29,0.11,0.02,0.01,0.02,1.2,0.02,0.44
"ENSMUSG00000064333",0,0,0,0.08,0,0,0,0
"ENSMUSG00000064341",7402.24,7979.52,5520.61,9066.59,4628.96,3122.33,4836.58,4418.29
"ENSMUSG00000064345",1412.21,1413.52,1005.92,1603.59,1008.5,627.08,986.29,944.67
"ENSMUSG00000064351",6592.91,8013.92,5940.67,7947.14,4148.67,4086.08,4395.78,4109.98
"ENSMUSG00000064354",7015.11,7073.82,5283.61,7042.79,4803.22,3840.84,4570.97,4516.16
"ENSMUSG00000064356",1636.17,965.44,650.68,705.03,1143.12,330.77,757.97,926.99
"ENSMUSG00000064357",11984.72,11041.63,7689.52,11698.99,8885.41,5046.44,6977.37,7951.51
"ENSMUSG00000064358",8787.76,8746.26,6397.92,8487.31,5272.31,5393.58,5763.99,5377.37
"ENSMUSG00000064360",400.49,348.51,220.46,377.12,259.6,144.73,297.53,198.95
"ENSMUSG00000064363",2526.43,2852.89,2055.18,2958.65,1726.08,1459.33,1783.66,1627.86
"ENSMUSG00000064367",1119.27,1483.97,1035.27,1936.01,783.04,875.75,863.74,743.18
"ENSMUSG00000064368",325.1,253.21,207.84,347.38,283.13,153.27,213.18,218.7
"ENSMUSG00000064370",7845.7,8497.74,6463.69,7857.15,5783.11,4207.98,4770.97,5626.94
"ENSMUSG00000064373",173.06,190.86,146.18,166.05,106.85,138.71,105.2,133.6
"ENSMUSG00000065947",1756.29,1692.07,1137.91,1697.53,1105.2,366.1,1332.86,857.12
"ENSMUSG00000065952",0,0.07,0,0,0,0.14,0.15,0
"ENSMUSG00000065954",39.33,37.74,35.81,38.48,58.01,34.47,46.92,48.46
"ENSMUSG00000065956",0,0,0,0,0,0,0,0
"ENSMUSG00000065968",0.6,0.54,0.66,0.13,1.08,0.31,0.22,0.13
"ENSMUSG00000065979",21.3,19.87,21.96,21.05,20.52,19.32,19.88,23.3
"ENSMUSG00000065987",0.55,0.11,0,0,0.11,0,0,0
"ENSMUSG00000065990",109.95,78.27,70.06,71.64,103.58,95.5,96.34,90.37
"ENSMUSG00000065999",0,0.15,0.02,0,0.04,0.08,0.03,0
"ENSMUSG00000066000",0.38,0.86,0.36,0.38,0.1,0.5,0.14,0.33
"ENSMUSG00000066007",0,0,0.06,0.02,0,0.04,0,0
"ENSMUSG00000066009",0,0,0.07,0,0,0,0,0
"ENSMUSG00000066026",28.4,28.19,34.5,30.74,30.99,22.79,17.99,19.47
"ENSMUSG00000066027",0,0,0,0,0,0,0,0
"ENSMUSG00000066030",0,0,0,0,0,0,0,0
"ENSMUSG00000066031",0,0,0,0.12,0,0.04,0,0
"ENSMUSG00000066036",6.26,8.93,10.95,8.31,7.83,11.24,8.01,8.24
"ENSMUSG00000066037",45.15,42.07,53.55,49.62,44.56,48.97,52.25,36.32
"ENSMUSG00000066042",2.9,1.51,3.89,2.5,2.98,3.23,2.48,2.2
"ENSMUSG00000066043",1.92,1.09,2.29,3.64,1.38,2.18,1.83,2.11
"ENSMUSG00000066058",0.45,0.17,0.37,0.28,0,0.35,0.18,0.17
"ENSMUSG00000066061",0,0,0,0,0,0,0,0
"ENSMUSG00000066071",0,0,0,0,0,0,0,0
"ENSMUSG00000066072",0,0,0,0,0,0,0,0
"ENSMUSG00000066090",0.19,0.53,0.2,0.19,0.4,0.32,0.21,0
"ENSMUSG00000066097",0,0,0,0,0,0,0,0
"ENSMUSG00000066100",0,0.12,0,0,0,0,0,0
"ENSMUSG00000066101",0,0,0,0,0,0,0,0
"ENSMUSG00000066107",0,0,0,0,0,0,0,0
"ENSMUSG00000066108",0.04,0.14,0.05,0.03,0.01,0.08,0.03,0.01
"ENSMUSG00000066113",3.1,5.13,1.56,10.57,8.62,9.49,9.86,5.9
"ENSMUSG00000066122",0,0.05,0.03,0,0.01,0,0.05,0.01
"ENSMUSG00000066129",7.87,8.36,7.37,8.72,8.1,10.46,9.94,6.57
"ENSMUSG00000066137",0,0,0,0,0,0,0,0
"ENSMUSG00000066141",0,0,0,0,0,0,0,0
"ENSMUSG00000066148",4.2,3.81,4.81,5.47,4.63,5.12,4.18,5.85
"ENSMUSG00000066149",33.55,25.06,22.09,24.15,31.14,27.48,24.47,33.26
"ENSMUSG00000066150",10.7,10.86,10.16,7.77,7.15,10.23,7.75,10.32
"ENSMUSG00000066151",12.43,14.41,13.83,11.83,10.49,14.17,15.25,9.64
"ENSMUSG00000066152",6.57,6.98,6.49,6.6,7.51,6.39,8.75,5.84
"ENSMUSG00000066153",0,0.21,0,0,0,0,0,0
"ENSMUSG00000066154",0,0,0,0,0.06,0,0,0
"ENSMUSG00000066189",33.76,45.9,44.64,42.05,54.68,63.14,74.14,53.93
"ENSMUSG00000066191",0.51,0.51,0.64,0.37,0.35,0.55,0.4,0.36
"ENSMUSG00000066196",0.42,0.69,0.63,1.29,0.68,0.38,1.36,0.65
"ENSMUSG00000066197",0.14,0.46,0.82,0.3,0,0.08,0.13,0.45
"ENSMUSG00000066224",0,0,0,0,0,0.06,0,0
"ENSMUSG00000066232",18.16,16.73,15.58,22.75,15.63,17.7,17.99,16.33
"ENSMUSG00000066233",27.82,22.07,14.63,18.91,24.2,26.5,26.4,22.92
"ENSMUSG00000066235",15.47,15.26,24.32,14.48,15.35,16.12,17.85,16.63
"ENSMUSG00000066239",0,0,0,0,0,0,0,0
"ENSMUSG00000066240",0.06,0,0,0,0,0,0,0
"ENSMUSG00000066241",0,0,0,0,0,0,0,0
"ENSMUSG00000066242",0,0,0,0,0,0,0,0
"ENSMUSG00000066257",0,0,0,0,0,0,0,0
"ENSMUSG00000066258",1.12,1.01,1.08,0.78,0.88,0.7,0.55,0.75
"ENSMUSG00000066262",0.02,0,0.29,0,0,0,0.05,0
"ENSMUSG00000066263",1.92,5.98,4.1,5.34,2.85,1.08,3.51,2.47
"ENSMUSG00000066268",0,0,0,0,0,0.08,0,0.51
"ENSMUSG00000066269",0,0,0.1,0,0,0,0,0
"ENSMUSG00000066272",0.08,0,0,0.32,0,0.16,0,0.14
"ENSMUSG00000066273",0,0,0.03,0,0,0,0.07,0.24
"ENSMUSG00000066278",14.4,14.35,12.47,14.15,16.54,16.36,20.86,18.17
"ENSMUSG00000066279",0.34,0.03,0.24,0.13,0.23,0.38,0,1.63
"ENSMUSG00000066306",10.69,15.4,17.74,16.38,13.49,13.81,16.98,13.97
"ENSMUSG00000066319",0,0.1,0.15,0,0,0.05,0.1,0.05
"ENSMUSG00000066324",13.12,10.11,12.45,9.2,6.46,9.83,8.85,10.13
"ENSMUSG00000066357",39.33,34.26,60.05,55.04,56.71,65.93,69.07,69.45
"ENSMUSG00000066359",0,0,0,0.16,0,0,0,0
"ENSMUSG00000066361",0.03,0.13,0,0.11,0.07,0.03,0.13,0.03
"ENSMUSG00000066363",0,0.03,0.1,0.08,0,0.04,0,0
"ENSMUSG00000066364",0,0,0,0.04,0,0,0.07,0
"ENSMUSG00000066366",0,0,0,0.06,0,0,0,0
"ENSMUSG00000066368",0,0.02,0,0,0,0,0.02,0
"ENSMUSG00000066372",0,0,0,0.04,0,0.02,0.02,0.04
"ENSMUSG00000066378",0,0,0,0,0,0,0,0
"ENSMUSG00000066382",0,0,0,0,0,0,0,0
"ENSMUSG00000066383",0,0,0,0,0,0,0,0
"ENSMUSG00000066392",36.1,56.31,69.08,53.4,25.61,37.16,23.87,46.93
"ENSMUSG00000066406",5.19,6.46,3.11,11.99,13.1,12.48,9.83,7.06
"ENSMUSG00000066415",2.66,2.44,2.64,3.34,2.32,2.74,2.11,2.13
"ENSMUSG00000066438",1.63,2.06,0.93,1.06,1.42,2.09,1.52,1.52
"ENSMUSG00000066440",1.55,2.81,1.83,2.8,2.93,2.55,2.76,2.08
"ENSMUSG00000066441",12.55,11.68,11.01,13.94,12.61,17.64,14.49,13.56
"ENSMUSG00000066442",8.46,6.58,4.89,6.09,4.46,6.14,6.17,5.87
"ENSMUSG00000066456",56.15,51.93,43.37,55.43,61.91,53.51,45.8,55.21
"ENSMUSG00000066463",0,0,0,0.32,0,0,0,0
"ENSMUSG00000066500",0,0,0,0,0,0,0,0
"ENSMUSG00000066510",0.36,0.1,0.85,0.16,0.07,0,0,0.05
"ENSMUSG00000066512",0,0,0,0,0,0,0,0
"ENSMUSG00000066513",0,0,0,0,0,0,0,0
"ENSMUSG00000066515",0,0,0,0,0,0,0,0
"ENSMUSG00000066516",0,0,0,0,0,0,0,0
"ENSMUSG00000066537",0.8,0.43,0.7,0.85,0.57,0.24,0.42,0.24
"ENSMUSG00000066551",268.1,208.78,169.71,251.39,321.93,317.72,281.24,300.54
"ENSMUSG00000066568",7.38,6.17,5.31,7.49,6,6.65,6.71,5.02
"ENSMUSG00000066571",4.46,6,6.72,7.96,5.17,4.81,5.61,5.4
"ENSMUSG00000066583",0,0,0,0,0.42,0,0,0.14
"ENSMUSG00000066584",0,0,0,0,0.3,0,0,0
"ENSMUSG00000066586",0,0,0,0,0,0,0,0
"ENSMUSG00000066595",1.76,1.99,1.96,2.03,0.84,1.23,1.57,1.41
"ENSMUSG00000066607",11.66,12.51,14.29,9.74,13.73,8.23,12.13,10.17
"ENSMUSG00000066613",14.79,21.37,18.99,19.9,15.7,17,16.25,12.61
"ENSMUSG00000066621",16.5,16.68,21.55,16.49,19.64,17.77,21.16,18.49
"ENSMUSG00000066637",3.93,2.95,2.4,3.54,3.36,2.15,3.32,2.83
"ENSMUSG00000066640",8.74,11.51,13.37,11.64,13.04,12.01,14.75,10.29
"ENSMUSG00000066643",9.05,10,11.86,10.99,10.26,13.39,12.33,11.06
"ENSMUSG00000066652",0.96,0.51,0.11,1.35,1.88,0.75,2.2,1.8
"ENSMUSG00000066671",0,0.25,0,0,0,0,0.04,0
"ENSMUSG00000066672",0,0,0.01,0,0,0.01,0,0
"ENSMUSG00000066677",0.04,0.18,0.05,0.05,0,0.08,0.17,0.04
"ENSMUSG00000066682",0.07,0.2,0.07,0,0,0,0,0.07
"ENSMUSG00000066684",0.06,0.04,0,0,0,0,0.04,0
"ENSMUSG00000066687",3.86,5.67,3.88,10.61,9.86,10.41,10.11,10.27
"ENSMUSG00000066688",0,0,0,0.03,0,0,0,0
"ENSMUSG00000066704",0.05,0.08,0,0.03,0.11,0,0.05,0
"ENSMUSG00000066705",99.92,63.58,84.34,149.24,152.21,138.48,166.61,121.45
"ENSMUSG00000066720",0,0,0.38,0,0,0,0.1,0
"ENSMUSG00000066721",5.41,4.51,4.57,3.6,7.51,4.02,5.13,6.31
"ENSMUSG00000066735",5.47,6.64,6.11,5.39,7.73,5.36,5.94,5.12
"ENSMUSG00000066747",0,0.09,0,0.15,0,0.02,0.2,0
"ENSMUSG00000066748",0,0.03,0,0,0,0,0,0.02
"ENSMUSG00000066749",0,0.05,0,0,0,0,0.03,0
"ENSMUSG00000066750",0,0,0,0,0,0.07,0,0.02
"ENSMUSG00000066755",0,0,0.07,0,0,0,0,0
"ENSMUSG00000066756",0,0,0,0,0,0,0,0
"ENSMUSG00000066760",1.55,0.89,1.13,1.35,1.02,1.19,1.06,1.08
"ENSMUSG00000066772",0,0.11,0.11,0.21,0,0.06,0,0.04
"ENSMUSG00000066797",0.07,0.44,0,0.3,0.44,0.04,0.27,0.22
"ENSMUSG00000066798",2.48,2.46,1.8,2.12,2.18,2.49,2.68,2.27
"ENSMUSG00000066800",2.12,2.17,2.39,3.93,1.91,3.26,2.43,2.35
"ENSMUSG00000066803",0.14,0.03,0,0,0,0.03,0.06,0.08
"ENSMUSG00000066804",0.02,0.02,0.02,0,0.02,0,0.05,0.03
"ENSMUSG00000066810",0,0,0,0,0,0,0,0
"ENSMUSG00000066820",0,0.06,0.01,0.08,0,0,0.01,0.01
"ENSMUSG00000066828",0.02,0.02,0,0,0,0,0.03,0
"ENSMUSG00000066829",5.13,7.05,7.62,6.38,4.6,5.67,3.99,5.05
"ENSMUSG00000066838",4.47,4.65,3.81,4.18,3.97,3.28,4.5,4.86
"ENSMUSG00000066839",55.12,46.95,52.35,40.8,48.32,43.47,55.63,58.67
"ENSMUSG00000066842",0.03,0.06,0.08,0.1,0.04,0.07,0.01,0.03
"ENSMUSG00000066850",0,0,0,0,0,0.03,0.03,0
"ENSMUSG00000066861",0.18,0.17,0,0,0,0,0.05,0.19
"ENSMUSG00000066867",0,0,0.09,0,0,0,0,0
"ENSMUSG00000066877",2.84,3.01,1.8,2.37,2.54,2.24,3.78,3.2
"ENSMUSG00000066878",0.26,0,0,0.24,0,0,0.6,0
"ENSMUSG00000066880",13.28,14.17,11.05,12.29,8.95,9.39,10.07,11.42
"ENSMUSG00000066892",4.62,6.05,7.05,5.29,5.31,5.91,3.91,7.9
"ENSMUSG00000066894",0.23,0.65,0.25,0.19,0.06,0.19,0.29,0.02
"ENSMUSG00000066896",0.17,0.12,0.06,0.07,0,0.03,0.19,0.06
"ENSMUSG00000066897",0,0,0,0,0,0,0,0
"ENSMUSG00000066899",0,0,0,0,0,0,0.04,0
"ENSMUSG00000066900",9.42,7.32,5.13,5.37,6.84,8.78,7.17,6.64
"ENSMUSG00000066905",0,0,0,0,0,0,0.08,0
"ENSMUSG00000066936",0,0.19,0.09,0,0,0,0,0
"ENSMUSG00000066938",0,0,0,0.17,0.15,0,0.2,0.4
"ENSMUSG00000066952",0.25,0.06,0.29,0.48,1.28,0.29,0.58,0.37
"ENSMUSG00000066964",0,0.11,0,0,0,0,0,0
"ENSMUSG00000066975",1.39,1.29,1.09,1.31,2.1,2.16,1.52,1.95
"ENSMUSG00000066979",46.58,40.68,50.09,45.1,47.15,56.4,46.52,48.57
"ENSMUSG00000067001",0,0,0,0.3,0.03,0,0,0.22
"ENSMUSG00000067006",1.29,0.36,0,0.17,0.53,0.36,0,0.08
"ENSMUSG00000067010",0,0,0.02,0.01,0.01,0,0,0.01
"ENSMUSG00000067028",0.9,1.97,1.82,1.94,0.95,0.79,0.73,1.01
"ENSMUSG00000067049",0.02,0,0.03,0.03,0,0.03,0.03,0
"ENSMUSG00000067064",0,0.01,0.44,0,0,0,0,0
"ENSMUSG00000067071",21.65,18.51,11.87,16.85,16.82,16.76,15.69,15.82
"ENSMUSG00000067081",0.77,1,1.86,1.02,0.92,0.84,0.33,0.54
"ENSMUSG00000067085",0,0,0.65,1.05,0,0,0,0
"ENSMUSG00000067122",0,0,0,0,0,0,0,0
"ENSMUSG00000067144",0.09,0.05,0,0,0,0.11,0.05,0
"ENSMUSG00000067148",18.46,15.03,20.26,13.08,20.04,19.63,19.6,20.87
"ENSMUSG00000067149",0.28,0.45,0.05,0.06,0.15,0.05,0.1,0
"ENSMUSG00000067150",8.51,10.89,11.47,10.82,9.64,12.38,11.13,10.75
"ENSMUSG00000067158",0.13,0.11,0.06,0.07,0.06,0.03,0.07,0.03
