gene,effect_size,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pvalue,padj,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
DBI,-0.0026515932156372,0.0026515932156372,0.5997615267467469,0.0015903235953218,933.0,747.0,447.0,0.9417463591474468,0.9533720857553596,0.9721232577036064,-0.3950858942916487,0.6927794985789002,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LZTS2,-0.0030152907361712,0.0030152907361712,0.5270673003536314,0.001589261148095,770.0,1332.0,448.0,0.951934495905994,0.9168073004562786,0.9720607537971124,-0.4528323813091071,0.6506694446198757,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PODXL,0.0031560735338236,0.0031560735338236,0.503469191757191,0.0015889857912004,717.0,1594.0,449.0,0.9552472029501844,0.9004312769548097,0.971998249890618,0.5270329919108914,0.5981706779176372,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
STRAP,-0.0017147069558522,0.0017147069558522,0.9263429785852262,0.0015884067488849,1674.0,40.0,450.0,0.8954309644352771,0.997562347646728,0.971935745984124,-0.246330714003184,0.8054262359652291,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SCFD2,0.0043410630690668,0.0043410630690668,0.3655530637940412,0.0015868889050205,402.0,3925.0,451.0,0.9749359334958436,0.7547346709169322,0.9718732420776298,0.7151810516289543,0.4744971759458374,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC02283,0.0021230790323547,0.0021230790323547,0.746496955621997,0.0015848720341977,1291.0,196.0,452.0,0.919369960622539,0.9878117382336395,0.9718107381711356,0.3630181163610385,0.7165913512586717,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAU,-0.0042807625605459,0.0042807625605459,0.3695379853328724,0.0015819043723125,411.0,3826.0,453.0,0.974373398337396,0.7609225576598537,0.9717482342646416,-0.6537591079194848,0.5132670155222465,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PRR16,-0.0041311768154049,0.0041311768154049,0.3819842311328815,0.0015780443995064,446.0,3573.0,454.0,0.9721857616101006,0.7767360460028752,0.9716857303581474,-0.6300084612912163,0.5286890483113402,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PLXNA2,0.0029167128473211,0.0029167128473211,0.5410035163457082,0.0015779519065714,812.0,1189.0,455.0,0.9493093318332396,0.9257453590849428,0.9716232264516532,0.489028226975154,0.6248217131063976,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CRADD,0.0052188721010534,0.0052188721010534,0.3020182825699528,0.0015761947889123,284.0,5434.0,457.0,0.982311394462154,0.6604162760172511,0.9714982186386648,0.8545561779564224,0.3927968964649881,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
USP53,-0.0036161510414484,0.0036161510414484,0.4346781019805675,0.0015718616711718,556.0,2579.0,458.0,0.9653103318957434,0.8388649290580661,0.9714357147321708,-0.5482346589134383,0.5835307867110413,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CREG2,-0.0025112483812133,0.0025112483812133,0.6232119069969543,0.0015650398925989,1016.0,617.0,459.0,0.9365585349084318,0.9614975935996,0.9713732108256766,-0.3728024837610393,0.7092954541319352,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MALAT1,-0.0057257771105931,0.0057257771105931,0.2725040680401863,0.001560297555328,221.0,6252.0,460.0,0.9862491405712857,0.6092880805050316,0.9713107069191824,-0.8831929347759808,0.3771320382649201,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DCLK1,-0.008767541114834,0.008767541114834,0.1778708334241281,0.0015594898451758,82.0,9333.0,461.0,0.9949371835739734,0.4167135445965373,0.9712482030126884,-1.366152470279971,0.1718911121898427,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ARHGEF3,-0.0065930821256958,0.0065930821256958,0.235815271817606,0.0015547494535867,162.0,7329.0,462.0,0.989936871054441,0.5419713732108257,0.971185699106194,-1.020900273889165,0.3073016893714153,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CLCN2,-0.0032266125514199,0.0032266125514199,0.481834094432574,0.0015546919367981,688.0,1865.0,463.0,0.9570598162385148,0.8834927182948934,0.9711231951997,-0.4863852426067175,0.6266940516679387,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MANBA,-0.0030800404491497,0.0030800404491497,0.5045480357392133,0.0015540283586158,749.0,1582.0,464.0,0.9532470779423714,0.9011813238327396,0.9710606912932058,-0.4631130905490474,0.6432833073338999,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AHCYL1,-0.0031959250526491,0.0031959250526491,0.4859902285245099,0.0015531883466841,702.0,1803.0,465.0,0.9561847615475968,0.8873679604975311,0.9709981873867116,-0.4815128001255055,0.6301520845968476,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MFSD12,-0.0022825419070167,0.0022825419070167,0.6799494974423753,0.0015520132225672,1176.0,372.0,466.0,0.9265579098693668,0.9768110506906682,0.9709356834802176,-0.3364893534883624,0.736501878700589,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KCNAB1,-0.0031896512085582,0.0031896512085582,0.4863575481627725,0.0015513109412887,706.0,1800.0,467.0,0.95593474592162,0.8875554722170136,0.9708731795737232,-0.4805166634022808,0.6308600573084149,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SLC24A4,-0.0048509496438116,0.0048509496438116,0.3196718315278947,0.0015507119572868,325.0,4989.0,468.0,0.9797487342958936,0.6882305144071504,0.9708106756672292,-0.7442912098512795,0.4567003179626492,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPL18,-0.0038105580620881,0.0038105580620881,0.4068342725144577,0.0015502656170637,507.0,3077.0,469.0,0.9683730233139572,0.8077379836239765,0.970748171760735,-0.5791018544802192,0.5625204488098756,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FOSL2,0.0022397262663995,0.0022397262663995,0.6919227545849719,0.0015497175677635,1196.0,332.0,470.0,0.9253078317394836,0.9793112069504344,0.9706856678542408,0.381538913468761,0.7028034021444376,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PLCG2,-0.0101747884682756,0.0101747884682756,0.1521416303980021,0.0015480089065182,53.0,10332.0,471.0,0.996749796862304,0.3542721420088756,0.9706231639477468,-1.5895897675883075,0.1119273050374736,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAM49A,-0.003609174169745,0.003609174169745,0.4272103485957271,0.0015418765551994,562.0,2706.0,472.0,0.9649353084567786,0.8309269329333083,0.9705606600412526,-0.547126898182358,0.5842915539060858,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ANKRD50,-0.0025825676674136,0.0025825676674136,0.5967474780594907,0.001541140742447,977.0,762.0,473.0,0.938996187261704,0.9524345271579474,0.9704981561347584,-0.3841262844529208,0.7008848509671246,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RTN1,-0.0051004294529392,0.0051004294529392,0.3021204439226829,0.0015409440105183,296.0,5431.0,474.0,0.981561347584224,0.6606037877367336,0.9704356522282642,-0.7839026499780858,0.433097234730778,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KIAA0319,-0.0023840357543497,0.0023840357543497,0.6461504521165394,0.001540445780535,1107.0,515.0,475.0,0.9308706794174636,0.9678729920620038,0.97037314832177,-0.3526041544052266,0.7243852226389182,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
HSPA5,-0.0047786222790613,0.0047786222790613,0.3221112223677161,0.001539247863542,334.0,4931.0,476.0,0.979186199137446,0.6918557409838115,0.970310644415276,-0.7328073503423393,0.4636759375858532,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RNF150,-0.0024062717512026,0.0024062717512026,0.6396010504150729,0.0015390539396533,1082.0,545.0,477.0,0.9324332770798176,0.9659978748671793,0.9702481405087818,-0.356134700067739,0.7217396916811389,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PXYLP1,-0.0022571855004665,0.0022571855004665,0.6815852933358474,0.0015384644414489,1184.0,367.0,478.0,0.9260578786174136,0.9771235702231388,0.9701856366022876,-0.3324633612310891,0.7395394012574628,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
